Votes,Avg_Rating,Geek_Rating
,,
N/A,N/A,N/A
,,
1,2,N/A
,,
N/A,N/A,N/A
,,
7,7.23,N/A
,,
9,7.33,N/A
,,
12,7.75,N/A
,,
5,7.1,N/A
,,
16,5.31,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
17,5.41,N/A
,,
70,7.08,5.585
,,
3,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
325,8.09,6.026
,,
10,6.25,N/A
,,
988,7.5,6.359
,,
2,4,N/A
,,
1,7,N/A
,,
1,7,N/A
,,
1,7,N/A
,,
1,4,N/A
,,
11,4.05,N/A
,,
N/A,N/A,N/A
,,
15,5.53,N/A
,,
N/A,N/A,N/A
,,
18,4.83,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
4,6,N/A
,,
1,6,N/A
,,
7,6.29,N/A
,,
7,5,N/A
,,
5,6.2,N/A
,,
6,4.75,N/A
,,
19,5.86,N/A
,,
16,5.6,N/A
,,
3,6.33,N/A
,,
12,5.84,N/A
,,
1,6.5,N/A
,,
N/A,N/A,N/A
,,
5,5.7,N/A
,,
10,5.25,N/A
,,
25,6.02,N/A
,,
4,7,N/A
,,
7,5.93,N/A
,,
25,5.8,N/A
,,
18,6.44,N/A
,,
13,4.65,N/A
,,
10,6.18,N/A
,,
12,5.71,N/A
,,
16,6.59,N/A
,,
3,6,N/A
,,
N/A,N/A,N/A
,,
1,4,N/A
,,
17,7.06,N/A
,,
6,7.17,N/A
,,
6,5.83,N/A
,,
3,6,N/A
,,
N/A,N/A,N/A
,,
556,7.72,6.189
,,
2,4.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,2.5,N/A
,,
1,4,N/A
,,
N/A,N/A,N/A
,,
2,6,N/A
,,
N/A,N/A,N/A
,,
13,7.12,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
1,4,N/A
,,
8,7.44,N/A
,,
N/A,N/A,N/A
,,
3,6,N/A
,,
2,3,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
14,6.93,N/A
,,
1,6,N/A
,,
8,7.12,N/A
,,
4,6.5,N/A
,,
187,7.4,5.748
,,
7,7.79,N/A
,,
2,5,N/A
,,
158,6.4,5.604
,,
3,2.33,N/A
,,
5,5.9,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,4.67,N/A
,,
726,7.6,6.266
,,
88,7.07,5.585
,,
52,6.46,5.52
,,
15,5.97,N/A
,,
18,7.64,N/A
,,
N/A,N/A,N/A
,,
10,4.6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
5,5.46,N/A
,,
5,6.1,N/A
,,
23,6.49,N/A
,,
34,7.1,5.544
,,
30,7.24,5.543
,,
53,7.72,5.577
,,
2,5.1,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
5,5.3,N/A
,,
N/A,N/A,N/A
,,
6,5.48,N/A
,,
12,5.25,N/A
,,
9,6.14,N/A
,,
12,7.29,N/A
,,
1,4,N/A
,,
N/A,N/A,N/A
,,
12,6.17,N/A
,,
11,6.25,N/A
,,
8,4.96,N/A
,,
5,6.5,N/A
,,
6,7.65,N/A
,,
165,7.52,5.727
,,
N/A,N/A,N/A
,,
23,6.04,N/A
,,
40,6.83,5.543
,,
2,5.5,N/A
,,
1,6,N/A
,,
16,7.61,N/A
,,
1,5,N/A
,,
4,7.19,N/A
,,
19,5.05,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,6.83,N/A
,,
5,6.1,N/A
,,
5,6,N/A
,,
1,2,N/A
,,
1,2,N/A
,,
N/A,N/A,N/A
,,
10,4.9,N/A
,,
29,5.48,N/A
,,
1,2,N/A
,,
6,5.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,6,N/A
,,
N/A,N/A,N/A
,,
83,8.02,5.653
,,
4,4.12,N/A
,,
26,5.99,N/A
,,
2,5.05,N/A
,,
1,7.6,N/A
,,
1,7.7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,4,N/A
,,
76,7.34,5.61
,,
63,7.29,5.59
,,
56,7.29,5.58
,,
32,6.03,5.516
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
57,6.79,5.559
,,
1,3,N/A
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,5,N/A
,,
3,4.67,N/A
,,
1,5,N/A
,,
4,5.5,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
1,4,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,4.5,N/A
,,
N/A,N/A,N/A
,,
149,6.49,5.596
,,
10,6.75,N/A
,,
N/A,N/A,N/A
,,
6,6,N/A
,,
18,5.5,N/A
,,
46,7.39,5.567
,,
17,6.58,N/A
,,
8,7.62,N/A
,,
4,1.25,N/A
,,
4,5.25,N/A
,,
1,4,N/A
,,
1,4,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
2,3.75,N/A
,,
4,7.8,N/A
,,
1,8,N/A
,,
23,5.65,N/A
,,
1,6.5,N/A
,,
2,7.25,N/A
,,
1,3,N/A
,,
1,3,N/A
,,
1,3,N/A
,,
2,5,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
6,4.08,N/A
,,
N/A,N/A,N/A
,,
24,6.08,N/A
,,
1,1,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
9,5.94,N/A
,,
N/A,N/A,N/A
,,
3,2,N/A
,,
2,6.5,N/A
,,
3,1.33,N/A
,,
19,5.09,N/A
,,
313,6.85,5.73
,,
110,6.33,5.561
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
4489,7.71,7.211
,,
4394,7.81,7.274
,,
79,7.65,5.623
,,
60,7.22,5.576
,,
28,7.71,N/A
,,
1,4,N/A
,,
26,7.82,N/A
,,
1,7,N/A
,,
4,7.5,N/A
,,
3,2.67,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
4,4.62,N/A
,,
N/A,N/A,N/A
,,
3,5.83,N/A
,,
N/A,N/A,N/A
,,
9,6.06,N/A
,,
N/A,N/A,N/A
,,
7,6.64,N/A
,,
1,7,N/A
,,
11,6.59,N/A
,,
24,5.77,N/A
,,
2,5.5,N/A
,,
1,3,N/A
,,
1,4,N/A
,,
37,7.46,5.546
,,
N/A,N/A,N/A
,,
1700,6.8,6.238
,,
N/A,N/A,N/A
,,
19,7.2,N/A
,,
11,4.53,N/A
,,
N/A,N/A,N/A
,,
28,5.38,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
18,6.22,N/A
,,
16,6,N/A
,,
N/A,N/A,N/A
,,
5,5.48,N/A
,,
18,7.61,N/A
,,
N/A,N/A,N/A
,,
20,5.87,N/A
,,
N/A,N/A,N/A
,,
23,7.15,N/A
,,
4,6.25,N/A
,,
27,7.03,N/A
,,
10,6.7,N/A
,,
3,5.63,N/A
,,
9,5.11,N/A
,,
N/A,N/A,N/A
,,
26,4.84,N/A
,,
2,6,N/A
,,
6,6.42,N/A
,,
4,7,N/A
,,
N/A,N/A,N/A
,,
4,6.62,N/A
,,
2,6,N/A
,,
4,7.62,N/A
,,
6,5.33,N/A
,,
N/A,N/A,N/A
,,
1,1,N/A
,,
9,4.81,N/A
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
8,7.72,N/A
,,
6,6.92,N/A
,,
2,4,N/A
,,
2,5.5,N/A
,,
4,6.38,N/A
,,
N/A,N/A,N/A
,,
17,5.8,N/A
,,
10,5.82,N/A
,,
10,6.8,N/A
,,
2,3.5,N/A
,,
12,6.08,N/A
,,
5,6,N/A
,,
21,6.16,N/A
,,
521,7.4,6.06
,,
1,6,N/A
,,
20,6.47,N/A
,,
1,6,N/A
,,
2,6,N/A
,,
3,6.4,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
4,5.62,N/A
,,
5,6.8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
9,6.22,N/A
,,
7,7.14,N/A
,,
7,5.69,N/A
,,
11,5.78,N/A
,,
1,5,N/A
,,
4,6,N/A
,,
3,6,N/A
,,
3,5.67,N/A
,,
N/A,N/A,N/A
,,
2,3,N/A
,,
1,6,N/A
,,
20,5.96,N/A
,,
74,7.18,5.598
,,
69,7.24,5.595
,,
3,6,N/A
,,
9,6.5,N/A
,,
3,7,N/A
,,
N/A,N/A,N/A
,,
35,7.87,5.552
,,
3,6.17,N/A
,,
N/A,N/A,N/A
,,
2406,7.41,6.737
,,
2,4.5,N/A
,,
5,4.8,N/A
,,
2,6,N/A
,,
N/A,N/A,N/A
,,
9,7.28,N/A
,,
1,8,N/A
,,
2,7,N/A
,,
1,5,N/A
,,
21,7.55,N/A
,,
3,7.33,N/A
,,
N/A,N/A,N/A
,,
4,7.25,N/A
,,
3,7.67,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,5,N/A
,,
2,5,N/A
,,
22,6.2,N/A
,,
33,6.99,5.54
,,
8,6.12,N/A
,,
6,5,N/A
,,
N/A,N/A,N/A
,,
61,7.48,5.591
,,
33,5.82,5.509
,,
6,7.17,N/A
,,
31,7.53,5.548
,,
33,8.03,5.561
,,
5,6.5,N/A
,,
4,4.25,N/A
,,
4,5.25,N/A
,,
N/A,N/A,N/A
,,
34,7.07,5.544
,,
N/A,N/A,N/A
,,
577,6.71,5.856
,,
216,6.37,5.623
,,
5,7.6,N/A
,,
129,6.6,5.601
,,
7,3,N/A
,,
9,7.44,N/A
,,
N/A,N/A,N/A
,,
22,4.36,N/A
,,
2,6.5,N/A
,,
N/A,N/A,N/A
,,
2,5,N/A
,,
371,7.49,5.954
,,
1,2,N/A
,,
14,6.89,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
4,6.88,N/A
,,
3,6.67,N/A
,,
7,6.87,N/A
,,
11,5,N/A
,,
N/A,N/A,N/A
,,
5,5.3,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
2,3.5,N/A
,,
N/A,N/A,N/A
,,
1284,7.96,6.722
,,
52,7.43,5.574
,,
117,7.23,5.643
,,
1,5,N/A
,,
16,4.31,N/A
,,
18,6.65,N/A
,,
1,5,N/A
,,
N/A,N/A,N/A
,,
3,4.5,N/A
,,
1,2,N/A
,,
1,7,N/A
,,
13,4.96,N/A
,,
6,5.17,N/A
,,
N/A,N/A,N/A
,,
19,5.34,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,6.5,N/A
,,
187,7.46,5.76
,,
3,5.33,N/A
,,
2,6.5,N/A
,,
3,5,N/A
,,
6,6.33,N/A
,,
1,5,N/A
,,
2,5.5,N/A
,,
2,3.5,N/A
,,
2,3.5,N/A
,,
1,3,N/A
,,
2,4,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
2,2.5,N/A
,,
6,7.5,N/A
,,
2,7.05,N/A
,,
10,5.73,N/A
,,
N/A,N/A,N/A
,,
2,3,N/A
,,
N/A,N/A,N/A
,,
3,6,N/A
,,
N/A,N/A,N/A
,,
5,4,N/A
,,
2,6,N/A
,,
19,5.84,N/A
,,
12,6.86,N/A
,,
3,5,N/A
,,
N/A,N/A,N/A
,,
49,8.67,5.616
,,
3,7.17,N/A
,,
3,7.33,N/A
,,
20,6.3,N/A
,,
N/A,N/A,N/A
,,
5,5.7,N/A
,,
1,5,N/A
,,
1,7,N/A
,,
2,3.5,N/A
,,
N/A,N/A,N/A
,,
3,5.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1119,7.76,6.498
,,
N/A,N/A,N/A
,,
24,5.31,N/A
,,
24,5.72,N/A
,,
24,4.41,N/A
,,
136,7.1,5.661
,,
61,6.12,5.53
,,
35,6.36,5.522
,,
19,6.48,N/A
,,
74,6.86,5.576
,,
50,6.76,5.551
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
367,7.42,5.924
,,
1,6,N/A
,,
4,6.25,N/A
,,
4,7.5,N/A
,,
6,4.67,N/A
,,
N/A,N/A,N/A
,,
13,7.46,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,5,N/A
,,
10,7.55,N/A
,,
47,7.73,5.578
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,6,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
15866,6.97,6.845
,,
3793,7.3,6.844
,,
1281,8.25,6.844
,,
5437,7.24,6.843
,,
3570,7.4,6.838
,,
1914,8,6.838
,,
7798,7.06,6.837
,,
3086,7.42,6.836
,,
1977,7.78,6.836
,,
4344,7.28,6.835
,,
3157,7.35,6.835
,,
6318,7.12,6.834
,,
2736,7.45,6.834
,,
4891,7.26,6.833
,,
5857,7.16,6.833
,,
2203,7.62,6.833
,,
1954,7.71,6.833
,,
1421,8.06,6.833
,,
1323,8.07,6.833
,,
3266,7.34,6.832
,,
4916,7.29,6.831
,,
3644,7.29,6.83
,,
2358,7.54,6.829
,,
1549,8.01,6.827
,,
2283,7.64,6.826
,,
2329,7.53,6.826
,,
2790,7.46,6.825
,,
4210,7.23,6.825
,,
2369,7.56,6.824
,,
2931,7.49,6.824
,,
3825,7.25,6.823
,,
2792,7.44,6.822
,,
4949,7.23,6.821
,,
3942,7.27,6.82
,,
2224,7.59,6.82
,,
4075,7.23,6.82
,,
3801,7.27,6.818
,,
2495,7.55,6.818
,,
2954,7.41,6.817
,,
3629,7.31,6.817
,,
8035,7.04,6.816
,,
6972,7.09,6.816
,,
1362,8.07,6.815
,,
2765,7.4,6.815
,,
11117,7.05,6.814
,,
3346,7.36,6.812
,,
10447,7.03,6.812
,,
1493,7.91,6.811
,,
4308,7.21,6.811
,,
7676,7.03,6.81
,,
5303,7.11,6.808
,,
7147,7.05,6.808
,,
4974,7.16,6.804
,,
6513,7.09,6.804
,,
4788,7.14,6.804
,,
11878,6.95,6.801
,,
2733,7.46,6.801
,,
1555,7.87,6.8
,,
6784,7.09,6.8
,,
2144,7.62,6.799
,,
9631,7.1,6.797
,,
1668,7.79,6.796
,,
11166,6.99,6.796
,,
1726,7.72,6.792
,,
6251,7.07,6.792
,,
2120,7.56,6.792
,,
19824,6.91,6.79
,,
3141,7.31,6.79
,,
4014,7.2,6.79
,,
5712,7.1,6.789
,,
10301,6.96,6.789
,,
4182,7.18,6.789
,,
4700,7.15,6.788
,,
3220,7.27,6.788
,,
3470,7.29,6.787
,,
3698,7.26,6.786
,,
4071,7.19,6.784
,,
5361,7.11,6.784
,,
2186,7.86,6.783
,,
4036,7.18,6.783
,,
4303,7.18,6.782
,,
3474,7.29,6.782
,,
3208,7.31,6.781
,,
1839,7.7,6.78
,,
9778,6.96,6.778
,,
4412,7.2,6.776
,,
7053,7.04,6.775
,,
9612,6.97,6.774
,,
2540,7.44,6.774
,,
4606,7.12,6.771
,,
2456,7.51,6.77
,,
3158,7.32,6.77
,,
3699,7.2,6.77
,,
1892,7.79,6.768
,,
3022,7.33,6.767
,,
5180,7.08,6.767
,,
1602,7.83,6.767
,,
3620,7.21,6.764
,,
3502,7.21,6.764
,,
3818,7.18,6.764
,,
72,8.05,5.617
,,
99,7.08,5.617
,,
179,6.45,5.617
,,
103,7.01,5.617
,,
78,7.59,5.617
,,
911,5.8,5.617
,,
233,6.22,5.617
,,
96,7.42,5.617
,,
151,6.75,5.616
,,
199,6.36,5.616
,,
311,6.27,5.616
,,
241,6.26,5.616
,,
284,6.19,5.616
,,
279,6.2,5.616
,,
446,5.98,5.616
,,
246,6.32,5.616
,,
91,7.38,5.616
,,
77,7.56,5.616
,,
398,6.05,5.616
,,
108,7.08,5.616
,,
64,8.11,5.616
,,
244,6.34,5.616
,,
231,6.22,5.616
,,
547,5.93,5.616
,,
62,8.77,5.616
,,
112,7.03,5.616
,,
109,7.19,5.616
,,
178,6.59,5.616
,,
185,6.38,5.616
,,
109,7.08,5.616
,,
174,6.49,5.616
,,
140,6.68,5.616
,,
483,6.01,5.616
,,
250,6.42,5.616
,,
116,6.97,5.615
,,
127,6.84,5.615
,,
192,6.5,5.615
,,
66,8.59,5.615
,,
164,6.48,5.615
,,
413,5.97,5.615
,,
152,6.6,5.615
,,
196,6.65,5.615
,,
706,5.82,5.615
,,
318,6.09,5.615
,,
122,6.91,5.615
,,
97,7.37,5.615
,,
137,6.92,5.615
,,
124,6.87,5.615
,,
185,6.41,5.615
,,
215,6.31,5.615
,,
222,6.36,5.615
,,
96,7.24,5.615
,,
78,7.78,5.615
,,
113,7.49,5.615
,,
294,6.1,5.615
,,
77,7.65,5.615
,,
82,7.73,5.615
,,
233,6.23,5.615
,,
227,6.29,5.615
,,
95,7.09,5.615
,,
204,6.74,5.614
,,
173,6.62,5.614
,,
194,6.4,5.614
,,
107,7.07,5.614
,,
99,7.1,5.614
,,
561,5.88,5.614
,,
84,7.53,5.614
,,
170,6.52,5.614
,,
240,6.26,5.614
,,
342,6.09,5.614
,,
87,7.41,5.614
,,
187,6.4,5.614
,,
141,6.7,5.614
,,
267,6.21,5.614
,,
208,6.29,5.614
,,
101,7.15,5.614
,,
152,6.55,5.614
,,
384,6.13,5.614
,,
253,6.31,5.614
,,
183,6.36,5.614
,,
313,6.11,5.614
,,
77,7.29,5.614
,,
138,7.43,5.613
,,
120,6.79,5.613
,,
203,6.35,5.613
,,
62,8.15,5.613
,,
144,6.77,5.613
,,
160,6.55,5.613
,,
101,7.24,5.613
,,
169,6.47,5.613
,,
79,7.48,5.613
,,
168,6.46,5.613
,,
127,6.82,5.613
,,
179,6.41,5.613
,,
116,7,5.613
,,
174,6.77,5.613
,,
360,6.07,5.613
,,
102,7.02,5.613
,,
64,8.38,5.613
,,
149,6.62,5.613
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,1,N/A
,,
2,4,N/A
,,
1,2,N/A
,,
3,5.5,N/A
,,
20,5.59,N/A
,,
1,6,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
4,7.5,N/A
,,
2126,8.03,7.056
,,
N/A,N/A,N/A
,,
917,7.49,6.343
,,
7,7.14,N/A
,,
N/A,N/A,N/A
,,
2,5,N/A
,,
11,7.55,N/A
,,
1,5.6,N/A
,,
3,4.83,N/A
,,
4,7,N/A
,,
N/A,N/A,N/A
,,
6,6.67,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
4,7,N/A
,,
N/A,N/A,N/A
,,
3,5.33,N/A
,,
1,1,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,8.33,N/A
,,
3,7.33,N/A
,,
3,7.33,N/A
,,
4,6,N/A
,,
3,6.33,N/A
,,
3,5.67,N/A
,,
4,5.5,N/A
,,
3,6.67,N/A
,,
4,5.25,N/A
,,
3,5.33,N/A
,,
15,5.97,N/A
,,
3,5,N/A
,,
1,6,N/A
,,
6,6.33,N/A
,,
1,6,N/A
,,
4,5.5,N/A
,,
5,6.4,N/A
,,
6,7.5,N/A
,,
4,7,N/A
,,
5,7.2,N/A
,,
4,7.25,N/A
,,
3,6,N/A
,,
N/A,N/A,N/A
,,
2,6,N/A
,,
1,6,N/A
,,
1,5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
67,7.14,5.571
,,
1,6,N/A
,,
1,5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
9,4.77,N/A
,,
N/A,N/A,N/A
,,
1113,7.14,6.265
,,
248,7.11,5.766
,,
N/A,N/A,N/A
,,
9,7.27,N/A
,,
1,5.5,N/A
,,
N/A,N/A,N/A
,,
3,6.67,N/A
,,
3686,8.5,7.725
,,
23,7.36,N/A
,,
2,7.5,N/A
,,
3,6.33,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
16,7.42,N/A
,,
3,5.73,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
7,5.5,N/A
,,
N/A,N/A,N/A
,,
4,6.75,N/A
,,
2,7.5,N/A
,,
4,6.25,N/A
,,
5,6.15,N/A
,,
3,5.67,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7,N/A
,,
N/A,N/A,N/A
,,
18,5.31,N/A
,,
9,7.16,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
64,7.17,5.585
,,
N/A,N/A,N/A
,,
16,7.19,N/A
,,
3,6.17,N/A
,,
8,7.44,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
8,5.83,N/A
,,
3,4.67,N/A
,,
N/A,N/A,N/A
,,
59,7.14,5.574
,,
28,7.74,N/A
,,
27,7.78,N/A
,,
N/A,N/A,N/A
,,
2,6.5,N/A
,,
N/A,N/A,N/A
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
57,8.53,5.605
,,
1,6,N/A
,,
8,8,N/A
,,
4,3.5,N/A
,,
21,6.95,N/A
,,
3,7,N/A
,,
2,3,N/A
,,
62,7.19,5.583
,,
28,6.38,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
8,6.54,N/A
,,
11,6.05,N/A
,,
1,6,N/A
,,
2,3.5,N/A
,,
1,6,N/A
,,
10,4.3,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,7.5,N/A
,,
3,7.93,N/A
,,
N/A,N/A,N/A
,,
5,6.8,N/A
,,
N/A,N/A,N/A
,,
4,6,N/A
,,
10,6.53,N/A
,,
8,6.25,N/A
,,
5,6.6,N/A
,,
2,4,N/A
,,
1,5,N/A
,,
1,2,N/A
,,
2,3.5,N/A
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
8,6.88,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
5,6.2,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,2,N/A
,,
N/A,N/A,N/A
,,
18,7.56,N/A
,,
14,3.86,N/A
,,
3,7,N/A
,,
8,6.36,N/A
,,
1,6,N/A
,,
21,6.01,N/A
,,
106,6.89,5.612
,,
1,6.5,N/A
,,
28,7.49,N/A
,,
2,2.5,N/A
,,
2,3.5,N/A
,,
3,3.33,N/A
,,
4,5.5,N/A
,,
N/A,N/A,N/A
,,
2,7.5,N/A
,,
25,6.46,N/A
,,
2,2,N/A
,,
1,5,N/A
,,
3,6,N/A
,,
1,6,N/A
,,
1,6,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
2,4,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,1,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
110,7,5.62
,,
N/A,N/A,N/A
,,
29,8.03,N/A
,,
3,3,N/A
,,
14,6.31,N/A
,,
1,4,N/A
,,
13,3.69,N/A
,,
N/A,N/A,N/A
,,
8,6.62,N/A
,,
2,4.5,N/A
,,
372,8.25,6.114
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
28,7.34,N/A
,,
1,3,N/A
,,
4,6.75,N/A
,,
419,7.3,5.955
,,
272,7.02,5.767
,,
509,6.92,5.908
,,
141,7.93,5.752
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,7,N/A
,,
7,7.14,N/A
,,
1,2,N/A
,,
N/A,N/A,N/A
,,
2,4,N/A
,,
1,3,N/A
,,
1,2,N/A
,,
1,2,N/A
,,
1,3,N/A
,,
1,2,N/A
,,
N/A,N/A,N/A
,,
4,6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
15,4.33,N/A
,,
13,6,N/A
,,
4,5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,3,N/A
,,
11,6.36,N/A
,,
2,5,N/A
,,
3,3,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,5.5,N/A
,,
6,6.42,N/A
,,
47,7.09,5.546
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
116,7.46,5.666
,,
1,6,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
3,7.67,N/A
,,
5,7.2,N/A
,,
4,7.75,N/A
,,
59,7.96,5.596
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,3.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,5.5,N/A
,,
1,6,N/A
,,
8,6.53,N/A
,,
N/A,N/A,N/A
,,
19,7.58,N/A
,,
N/A,N/A,N/A
,,
8,5.5,N/A
,,
12,5.5,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
4,7.45,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
1,5,N/A
,,
13,6.26,N/A
,,
1,4,N/A
,,
1,8,N/A
,,
6,6.5,N/A
,,
2,4.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
8,6,N/A
,,
1,3,N/A
,,
1,2,N/A
,,
2,1.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,7,N/A
,,
21,6.98,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,4.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,1,N/A
,,
564,6.9,5.902
,,
34,7,5.536
,,
10,7.4,N/A
,,
N/A,N/A,N/A
,,
6,6.13,N/A
,,
1,4,N/A
,,
1,3,N/A
,,
8,4.5,N/A
,,
N/A,N/A,N/A
,,
1,4,N/A
,,
9,5.72,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,6.5,N/A
,,
N/A,N/A,N/A
,,
5,6.7,N/A
,,
N/A,N/A,N/A
,,
10,5.75,N/A
,,
1,4,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
1,1,N/A
,,
1,4.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
N/A,N/A,N/A
,,
